"listpathway","Match"
"2-Oxocarboxylic acid metabolism","Pyruvic acid; Pyruvic acid; L-Glutamic acid; L-Glutamic acid; Oxoglutaric acid; Oxoglutaric acid; L-Aspartic acid; L-Aspartic acid; L-Methionine; L-Methionine; L-Tryptophan; L-Tryptophan; L-Phenylalanine; L-Phenylalanine; L-Tyrosine; L-Tyrosine; L-Leucine; L-Leucine; Alpha-ketoisovaleric acid; Alpha-ketoisovaleric acid; Citric acid; Citric acid; Phenylpyruvic acid; Phenylpyruvic acid; L-Valine; L-Valine; Isocitric acid; Isocitric acid; Oxoadipic acid; Oxoadipic acid; L-Isoleucine; L-Isoleucine; N-Acetylornithine; N-Acetylornithine; L-Aspartate-semialdehyde; L-Aspartate-semialdehyde; N-Acetylglutamic acid; N-Acetylglutamic acid; Aminoadipic acid; Aminoadipic acid; N-Acetyl-L-glutamate 5-semialdehyde; N-Acetyl-L-glutamate 5-semialdehyde; Homocitric acid; Homocitric acid; Citraconic acid; Citraconic acid; 2-Methylpropanal; 2-Methylpropanal; (R)-2,3-Dihydroxy-isovalerate; (R)-2,3-Dihydroxy-isovalerate; 2S-acetyl-2-hydroxy-butanoic acid; 2S-acetyl-2-hydroxy-butanoic acid; (R) 2,3-Dihydroxy-3-methylvalerate; (R) 2,3-Dihydroxy-3-methylvalerate; (S)-2-Acetolactate; (S)-2-Acetolactate"
"ABC transporters","L-Glutamic acid; L-Glutamic acid; Glycine; Glycine; L-Alanine; L-Alanine; L-Aspartic acid; L-Aspartic acid; L-Glutamine; L-Glutamine; L-Serine; L-Serine; L-Phenylalanine; L-Phenylalanine; Sucrose; 2-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol; Sucrose; D-Ribose; D-Ribose; L-Leucine; L-Leucine; L-Histidine; L-Histidine; myo-Inositol; myo-Inositol; N-Acetyl-D-glucosamine; N-Acetyl-D-glucosamine; L-Proline; L-Proline; D-Xylose; D-Xylose; Aldehydo-D-xylose; Aldehydo-D-xylose; L-Valine; L-Valine; L-Threonine; L-Threonine; D-Maltose; D-Maltose; Alpha-Lactose; Alpha-Lactose; Taurine; Taurine; Riboflavin; Riboflavin; Inosine; Inosine; Uridine; Uridine; L-Isoleucine; L-Isoleucine; 5-Aminolevulinic acid; 5-Aminolevulinic acid; Pectic acid; Pectic acid; L-Cystine; L-Cystine; Raffinose; Raffinose; Betaine; Betaine; Neotrehalose; Trehalose; Neotrehalose; Trehalose; 4-Hydroxy-2-pyrrolidinecarboxylic acid; 4-Hydroxyproline; 4-Hydroxyproline; 4-Hydroxy-2-pyrrolidinecarboxylic acid; Allose; Allose; Phthalic acid; Phthalic acid; Xanthosine; Xanthosine; Maltotriose; Maltotriose; Melibiose; Melibiose; Deoxyinosine; Deoxyinosine"
"Adipocytokine signaling pathway","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Ceramide (d18:1/20:0); Ceramide (d18:1/24:0); Ceramide (d18:1/16:0); Ceramide (d18:1/16:0); Cer(d18:1/24:1(15Z)); Ceramide (d18:1/22:0); Cer(d18:1/24:1(15Z)); Ceramide (d18:1/22:0); Ceramide (d18:1/20:0); Ceramide (d18:1/24:0); 9-cis-Retinoic acid; 9-cis-Retinoic acid"
"Adrenergic signaling in cardiomyocytes","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP; Epinephrine; Epinephrine"
"African trypanosomiasis","L-Tryptophan; L-Tryptophan; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane; Prostaglandin D2; Prostaglandin D2"
"AGE-RAGE signaling pathway in diabetic complications","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Ceramide (d18:1/20:0); Ceramide (d18:1/24:0); Ceramide (d18:1/16:0); Ceramide (d18:1/16:0); Cer(d18:1/24:1(15Z)); Ceramide (d18:1/22:0); Cer(d18:1/24:1(15Z)); Ceramide (d18:1/22:0); Ceramide (d18:1/20:0); Ceramide (d18:1/24:0)"
"Alanine","Pyruvic acid; Pyruvic acid; L-Glutamic acid; L-Glutamic acid; Oxoglutaric acid; Oxoglutaric acid; L-Alanine; L-Alanine; Succinic acid; Succinic acid; L-Aspartic acid; L-Aspartic acid; L-Glutamine; L-Glutamine; Fumaric acid; Fumaric acid; L-Asparagine; L-Asparagine; Citric acid; Citric acid; Gamma-Aminobutyric acid; Gamma-Aminobutyric acid; D-Aspartic acid; D-Aspartic acid; N-Acetyl-L-aspartic acid; N-Acetyl-L-aspartic acid"
"Alcoholic liver disease","Acetic acid; Acetic acid"
"Alcoholism","L-Glutamic acid; L-Glutamic acid; L-Tyrosine; L-Tyrosine; Cyclic AMP; Cyclic AMP"
"Aldosterone synthesis and secretion","Adenosine monophosphate; Adenosine monophosphate; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cholesterol; Cholesterol; Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; Cyclic AMP; Cyclic AMP; 18-Hydroxycorticosterone; 18-Hydroxycorticosterone; Pregnenolone; Pregnenolone; Corticosterone; Corticosterone"
"Aldosterone-regulated sodium reabsorption","Cyclic AMP; Cyclic AMP; Cortisol; Hydrocortisone; Cortisol; Hydrocortisone"
"alpha-Linolenic acid metabolism","PC(15:0/18:3(6Z,9Z,12Z)); PC(24:1(15Z)/P-16:0); PC(15:0/20:4(5Z,8Z,11Z,14Z)); PC(22:0/P-18:1(9Z)); PC(15:0/18:3(9Z,12Z,15Z)); PC(22:1(13Z)/P-18:0); PC(18:2(9Z,12Z)/16:0); PC(22:0/P-18:1(11Z)); PC(15:0/20:2(11Z,14Z)); PC(22:0/P-18:1(11Z)); PC(15:0/20:2(11Z,14Z)); PC(20:2(11Z,14Z)/15:0); PC(15:0/18:4(6Z,9Z,12Z,15Z)); PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PC(22:0/P-18:1(9Z)); PC(14:1(9Z)/22:2(13Z,16Z)); PC(20:1(11Z)/14:1(9Z)); PC(20:2(11Z,14Z)/14:0); PC(15:0/18:3(9Z,12Z,15Z)); PC(20:2(11Z,14Z)/15:0); PC(15:0/14:0); PC(15:0/22:5(4Z,7Z,10Z,13Z,16Z)); PC(15:0/18:3(6Z,9Z,12Z)); PC(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)); PC(18:1(9Z)/18:2(9Z,12Z)); PC(14:0/15:0); PC(18:2(9Z,12Z)/18:1(9Z)); PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z)); PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z)); PC(22:5(7Z,10Z,13Z,16Z,19Z)/15:0); PC(20:4(5Z,8Z,11Z,14Z)/15:0); PC(20:4(8Z,11Z,14Z,17Z)/15:0); PC(16:1(9Z)/18:1(11Z)); PC(18:1(9Z)/16:1(9Z)); PC(20:2(11Z,14Z)/14:0); PC(18:3(6Z,9Z,12Z)/15:0); PC(20:2(11Z,14Z)/16:1(9Z)); PC(18:0/18:3(9Z,12Z,15Z)); PC(14:0/20:2(11Z,14Z)); PC(14:0/20:2(11Z,14Z)); PC(18:4(6Z,9Z,12Z,15Z)/15:0); PC(18:1(11Z)/16:1(9Z)); PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0); PC(22:5(4Z,7Z,10Z,13Z,16Z)/15:0); PC(16:0/18:2(9Z,12Z)); PC(24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PC(20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z)); PC(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)); PC(16:1(9Z)/20:2(11Z,14Z)); PC(14:1(9Z)/20:1(11Z)); PC(24:1(15Z)/P-16:0); PC(18:2(9Z,12Z)/15:0); PC(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)); PC(18:0/18:3(6Z,9Z,12Z)); PC(18:4(6Z,9Z,12Z,15Z)/15:0); PC(14:0/15:0); PC(16:1(9Z)/18:1(9Z)); PC(15:0/22:5(7Z,10Z,13Z,16Z,19Z)); PC(22:5(7Z,10Z,13Z,16Z,19Z)/15:0); PC(16:1(9Z)/20:2(11Z,14Z)); PC(18:2(9Z,12Z)/18:1(11Z)); PC(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)); PC(15:0/18:2(9Z,12Z)); PC(20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z)); PC(18:3(9Z,12Z,15Z)/15:0); PC(22:1(13Z)/P-18:0); PC(15:0/22:5(7Z,10Z,13Z,16Z,19Z)); PC(15:0/18:4(6Z,9Z,12Z,15Z)); PC(18:2(9Z,12Z)/15:0); PC(24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PC(18:1(11Z)/18:2(9Z,12Z)); PC(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)); PC(15:0/20:4(8Z,11Z,14Z,17Z)); PC(16:0/20:3(8Z,11Z,14Z)); PC(20:2(11Z,14Z)/16:1(9Z)); PC(18:3(9Z,12Z,15Z)/15:0); PC(20:1(11Z)/14:1(9Z)); PC(16:0/18:2(9Z,12Z)); PC(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)); PC(15:0/16:1(9Z)); PC(18:0/18:3(6Z,9Z,12Z)); PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0); PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z)); PC(18:0/18:3(9Z,12Z,15Z)); PC(16:0/20:3(5Z,8Z,11Z)); PC(18:1(11Z)/16:1(9Z)); PC(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)); PC(15:0/20:4(8Z,11Z,14Z,17Z)); PC(18:2(9Z,12Z)/16:0); PC(15:0/20:4(5Z,8Z,11Z,14Z)); PC(22:2(13Z,16Z)/14:1(9Z)); PC(15:0/14:0); PC(22:5(4Z,7Z,10Z,13Z,16Z)/15:0); PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z)); PC(20:3(8Z,11Z,14Z)/16:0); PC(22:2(13Z,16Z)/14:1(9Z)); PC(18:3(6Z,9Z,12Z)/15:0); PC(18:3(6Z,9Z,12Z)/18:0); PC(15:0/18:2(9Z,12Z)); PC(20:4(8Z,11Z,14Z,17Z)/15:0); PC(16:1(9Z)/15:0); PC(16:0/20:3(5Z,8Z,11Z)); PC(14:1(9Z)/20:1(11Z)); PC(18:2(9Z,12Z)/18:1(9Z)); PC(16:0/20:3(8Z,11Z,14Z)); PC(20:3(8Z,11Z,14Z)/16:0); PC(18:1(9Z)/16:1(9Z)); PC(16:1(9Z)/18:1(9Z)); PC(15:0/16:1(9Z)); PC(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)); PC(18:1(11Z)/18:2(9Z,12Z)); PC(20:3(5Z,8Z,11Z)/16:0); PC(18:2(9Z,12Z)/18:1(11Z)); PC(20:4(5Z,8Z,11Z,14Z)/15:0); PC(14:1(9Z)/22:2(13Z,16Z)); PC(18:4(6Z,9Z,12Z,15Z)/P-16:0); PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PC(20:3(5Z,8Z,11Z)/16:0); PC(15:0/22:5(4Z,7Z,10Z,13Z,16Z)); PC(18:3(9Z,12Z,15Z)/18:0); PC(16:1(9Z)/18:1(11Z)); PC(18:3(9Z,12Z,15Z)/18:0); PC(18:1(9Z)/18:2(9Z,12Z)); PC(18:3(6Z,9Z,12Z)/18:0); PC(16:1(9Z)/15:0); PC(18:4(6Z,9Z,12Z,15Z)/P-16:0); Alpha-Linolenic acid; Alpha-Linolenic acid; (E)-3-Hexen-1-ol; (E)-3-Hexen-1-ol; Methyl jasmonate; Methyl jasmonate; Stearidonic acid; 6,9,12,15-octadecatetraenoic acid; Traumatic acid; Traumatic acid; Traumatin; Traumatin; 13S-HOTrE; 17-Hydroxylinolenic acid"
"Amino sugar and nucleotide sugar metabolism","N-Acetyl-D-glucosamine; N-Acetyl-D-glucosamine; D-Xylose; D-Xylose; Aldehydo-D-xylose; Aldehydo-D-xylose; UDP-D-Xylose; UDP-D-Xylose; Glucuronic acid; Glucuronic acid; Alpha-D-Glucose; Alpha-D-Glucose; N-Acetylmannosamine; N-Acetylmannosamine; UDP-L-arabinose; UDP-L-arabinose; D-Galactose; D-Galactose; L-Fucose; L-Fucose; UDP-D-apiose; UDP-D-apiose; D-Fructose; D-Fructose"
"Aminoacyl-tRNA biosynthesis","L-Glutamic acid; L-Glutamic acid; Glycine; Glycine; L-Alanine; L-Alanine; L-Aspartic acid; L-Aspartic acid; L-Glutamine; L-Glutamine; L-Serine; L-Serine; L-Methionine; L-Methionine; L-Tryptophan; L-Tryptophan; L-Phenylalanine; L-Phenylalanine; L-Tyrosine; L-Tyrosine; L-Cysteine; L-Cysteine; L-Leucine; L-Leucine; L-Histidine; L-Histidine; L-Proline; L-Proline; L-Asparagine; L-Asparagine; L-Valine; L-Valine; L-Threonine; L-Threonine; L-Isoleucine; L-Isoleucine; Phosphoserine; DL-O-Phosphoserine; Phosphoserine; DL-O-Phosphoserine"
"Aminobenzoate degradation","Benzoate; Benzoate; 2-Pyrocatechuic acid; 2-Pyrocatechuic acid; Protocatechuic acid; Protocatechuic acid; Hydroquinone; Hydroquinone; Vanillin; Vanillin; Gallic acid; Gallic acid; (R)-mandelic Acid; (R)-mandelic Acid; Mandelic acid; Mandelic acid; 1,3,5-Trihydroxybenzene; 1,3,5-Trihydroxybenzene; benzene-1,2,4-triol; 4-Hydroxy-3-methoxybenzenemethanol; 4-Hydroxy-3-methoxybenzenemethanol; Terephthalic acid; Terephthalic acid; Syringic acid; Syringic acid"
"Amoebiasis","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; Cyclic AMP; Cyclic AMP; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane; N-Acetylgalactosamine; N-Acetylgalactosamine"
"Amphetamine addiction","L-Glutamic acid; L-Glutamic acid; L-Tyrosine; L-Tyrosine; Cyclic AMP; Cyclic AMP"
"AMPK signaling pathway","ADP; ADP; Adenosine monophosphate; Adenosine monophosphate; Pyruvic acid; Pyruvic acid"
"Amyotrophic lateral sclerosis","ADP; ADP; L-Glutamic acid; L-Glutamic acid"
"Anthocyanin biosynthesis","Ternatin; Ternatin"
"Anticonvulsants","Nirvanol; Nirvanol"
"Antifolate resistance","Adenosine monophosphate; Adenosine monophosphate; L-Methionine; L-Methionine; Inosinic acid; Inosinic acid"
"Apelin signaling pathway","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP; Sphingosine 1-phosphate; Sphingosine 1-phosphate"
"Arachidonic acid metabolism","PC(15:0/18:3(6Z,9Z,12Z)); PC(24:1(15Z)/P-16:0); PC(15:0/20:4(5Z,8Z,11Z,14Z)); PC(22:0/P-18:1(9Z)); PC(15:0/18:3(9Z,12Z,15Z)); PC(22:1(13Z)/P-18:0); PC(18:2(9Z,12Z)/16:0); PC(22:0/P-18:1(11Z)); PC(15:0/20:2(11Z,14Z)); PC(22:0/P-18:1(11Z)); PC(15:0/20:2(11Z,14Z)); PC(20:2(11Z,14Z)/15:0); PC(15:0/18:4(6Z,9Z,12Z,15Z)); PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PC(22:0/P-18:1(9Z)); PC(14:1(9Z)/22:2(13Z,16Z)); PC(20:1(11Z)/14:1(9Z)); PC(20:2(11Z,14Z)/14:0); PC(15:0/18:3(9Z,12Z,15Z)); PC(20:2(11Z,14Z)/15:0); PC(15:0/14:0); PC(15:0/22:5(4Z,7Z,10Z,13Z,16Z)); PC(15:0/18:3(6Z,9Z,12Z)); PC(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)); PC(18:1(9Z)/18:2(9Z,12Z)); PC(14:0/15:0); PC(18:2(9Z,12Z)/18:1(9Z)); PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z)); PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z)); PC(22:5(7Z,10Z,13Z,16Z,19Z)/15:0); PC(20:4(5Z,8Z,11Z,14Z)/15:0); PC(20:4(8Z,11Z,14Z,17Z)/15:0); PC(16:1(9Z)/18:1(11Z)); PC(18:1(9Z)/16:1(9Z)); PC(20:2(11Z,14Z)/14:0); PC(18:3(6Z,9Z,12Z)/15:0); PC(20:2(11Z,14Z)/16:1(9Z)); PC(18:0/18:3(9Z,12Z,15Z)); PC(14:0/20:2(11Z,14Z)); PC(14:0/20:2(11Z,14Z)); PC(18:4(6Z,9Z,12Z,15Z)/15:0); PC(18:1(11Z)/16:1(9Z)); PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0); PC(22:5(4Z,7Z,10Z,13Z,16Z)/15:0); PC(16:0/18:2(9Z,12Z)); PC(24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PC(20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z)); PC(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)); PC(16:1(9Z)/20:2(11Z,14Z)); PC(14:1(9Z)/20:1(11Z)); PC(24:1(15Z)/P-16:0); PC(18:2(9Z,12Z)/15:0); PC(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)); PC(18:0/18:3(6Z,9Z,12Z)); PC(18:4(6Z,9Z,12Z,15Z)/15:0); PC(14:0/15:0); PC(16:1(9Z)/18:1(9Z)); PC(15:0/22:5(7Z,10Z,13Z,16Z,19Z)); PC(22:5(7Z,10Z,13Z,16Z,19Z)/15:0); PC(16:1(9Z)/20:2(11Z,14Z)); PC(18:2(9Z,12Z)/18:1(11Z)); PC(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)); PC(15:0/18:2(9Z,12Z)); PC(20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z)); PC(18:3(9Z,12Z,15Z)/15:0); PC(22:1(13Z)/P-18:0); PC(15:0/22:5(7Z,10Z,13Z,16Z,19Z)); PC(15:0/18:4(6Z,9Z,12Z,15Z)); PC(18:2(9Z,12Z)/15:0); PC(24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PC(18:1(11Z)/18:2(9Z,12Z)); PC(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)); PC(15:0/20:4(8Z,11Z,14Z,17Z)); PC(16:0/20:3(8Z,11Z,14Z)); PC(20:2(11Z,14Z)/16:1(9Z)); PC(18:3(9Z,12Z,15Z)/15:0); PC(20:1(11Z)/14:1(9Z)); PC(16:0/18:2(9Z,12Z)); PC(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)); PC(15:0/16:1(9Z)); PC(18:0/18:3(6Z,9Z,12Z)); PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0); PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z)); PC(18:0/18:3(9Z,12Z,15Z)); PC(16:0/20:3(5Z,8Z,11Z)); PC(18:1(11Z)/16:1(9Z)); PC(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)); PC(15:0/20:4(8Z,11Z,14Z,17Z)); PC(18:2(9Z,12Z)/16:0); PC(15:0/20:4(5Z,8Z,11Z,14Z)); PC(22:2(13Z,16Z)/14:1(9Z)); PC(15:0/14:0); PC(22:5(4Z,7Z,10Z,13Z,16Z)/15:0); PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z)); PC(20:3(8Z,11Z,14Z)/16:0); PC(22:2(13Z,16Z)/14:1(9Z)); PC(18:3(6Z,9Z,12Z)/15:0); PC(18:3(6Z,9Z,12Z)/18:0); PC(15:0/18:2(9Z,12Z)); PC(20:4(8Z,11Z,14Z,17Z)/15:0); PC(16:1(9Z)/15:0); PC(16:0/20:3(5Z,8Z,11Z)); PC(14:1(9Z)/20:1(11Z)); PC(18:2(9Z,12Z)/18:1(9Z)); PC(16:0/20:3(8Z,11Z,14Z)); PC(20:3(8Z,11Z,14Z)/16:0); PC(18:1(9Z)/16:1(9Z)); PC(16:1(9Z)/18:1(9Z)); PC(15:0/16:1(9Z)); PC(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)); PC(18:1(11Z)/18:2(9Z,12Z)); PC(20:3(5Z,8Z,11Z)/16:0); PC(18:2(9Z,12Z)/18:1(11Z)); PC(20:4(5Z,8Z,11Z,14Z)/15:0); PC(14:1(9Z)/22:2(13Z,16Z)); PC(18:4(6Z,9Z,12Z,15Z)/P-16:0); PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PC(20:3(5Z,8Z,11Z)/16:0); PC(15:0/22:5(4Z,7Z,10Z,13Z,16Z)); PC(18:3(9Z,12Z,15Z)/18:0); PC(16:1(9Z)/18:1(11Z)); PC(18:3(9Z,12Z,15Z)/18:0); PC(18:1(9Z)/18:2(9Z,12Z)); PC(18:3(6Z,9Z,12Z)/18:0); PC(16:1(9Z)/15:0); PC(18:4(6Z,9Z,12Z,15Z)/P-16:0); Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; Prostaglandin H2; PGH3; PGH3; Prostaglandin H2; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane; Prostaglandin F2a; Prostaglandin F2a; Prostaglandin D2; Prostaglandin D2; Prostaglandin I2; Prostaglandin I2; Leukotriene B4; 12-Keto-tetrahydro-leukotriene B4; 6-trans-Leukotriene B4; 6-trans-Leukotriene B4; 12-Keto-tetrahydro-leukotriene B4; Leukotriene B4; Thromboxane A2; Thromboxane A2; (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate; 13,14-Dihydro-15-keto-PGE2; (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate; 13,14-Dihydro-15-keto-PGE2; 15-Keto-prostaglandin E2; 15-Keto-prostaglandin E2; 15-keto-PGD2; 15-keto-PGD2; 8R-HpETE; 20-Hydroxy-leukotriene B4; 12(S)-Leukotriene B4; 20-Hydroxy-leukotriene B4; 12(S)-Leukotriene B4; 5-HPETE; 5(S)-Hydroperoxyeicosatetraenoic acid; 5-HPETE; 5(S)-Hydroperoxyeicosatetraenoic acid; 12-Keto-leukotriene B4; 12-Keto-leukotriene B4; 5-trans-PGA2; Prostaglandin A2; Prostaglandin B2; PGB2; Prostaglandin-c2; Prostaglandin-c2; Prostaglandin G2; Prostaglandin G2; Prostaglandin J2; Prostaglandin J2; Delta-12-Prostaglandin J2; Delta-12-Prostaglandin J2; 11-Epi-PGF2a; 11b-PGF2a; 11b-PGF2a; 11-Epi-PGF2a; 15-Keto-prostaglandin F2a; 15-Keto-prostaglandin F2a; 6-Ketoprostaglandin E1; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 12(S)-HPETE; 15(S)-HPETE; 15(S)-HPETE; Lipoxin A4; Lipoxin A4; Lipoxin B4; Lipoxin B4; 8-Isoprostaglandin F2a; 8-Isoprostaglandin F2a; 5,6-DHET; 5,6-DHET; 8,9-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 11,12-DiHETrE; 14,15-DiHETrE; 14,15-DiHETrE; 15H-11,12-EETA; 15H-11,12-EETA; 11,12,15-THETA; 11,12,15-THETA; Hepoxilin A3; Hepoxilin A3; Trioxilin A3; Trioxilin A3; Hepoxilin B3; Hepoxilin B3; Troxilin B3; Troxilin B3; 12(R)-HPETE; 12(R)-HPETE; 11H-14,15-EETA; 11H-14,15-EETA; 11,14,15-THETA; 11,14,15-THETA; 11(R)-HPETE; 11(R)-HPETE; 8(S)-HPETE"
"Arginine and proline metabolism","Pyruvic acid; Pyruvic acid; L-Glutamic acid; L-Glutamic acid; L-Proline; L-Proline; Sarcosine; Sarcosine; Gamma-Aminobutyric acid; Gamma-Aminobutyric acid; 5-Aminopentanoic acid; 5-Aminopentanoic acid; L-Aspartate-semialdehyde; L-Aspartate-semialdehyde; D-Proline; D-Proline; Creatinine; Creatinine; 4-Guanidinobutanoic acid; 4-Guanidinobutanoic acid; N-Carbamoylsarcosine; N-Carbamoylsarcosine; 5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoic acid; 4-Hydroxy-2-pyrrolidinecarboxylic acid; 4-Hydroxyproline; 4-Hydroxyproline; 4-Hydroxy-2-pyrrolidinecarboxylic acid; L-Glutamic gamma-semialdehyde; L-Glutamic gamma-semialdehyde; N-Acetyl-L-glutamate 5-semialdehyde; N-Acetyl-L-glutamate 5-semialdehyde; N-Methylhydantoin; N-Methylhydantoin; N-Acetylputrescinium; N-Acetylputrescine; N-Acetylputrescine; N-Acetylputrescinium; N2-Succinyl-L-ornithine; N2-Succinyl-L-ornithine; (3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid; Pyrroline hydroxycarboxylic acid; Pyrroline hydroxycarboxylic acid; (3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid; Trans-3-hydroxy-L-proline; Trans-3-hydroxy-L-proline; N4-Acetylaminobutanal; N4-Acetylaminobutanal; L-4-Hydroxyglutamate semialdehyde; L-4-Hydroxyglutamate semialdehyde; D-4-Hydroxy-2-oxoglutarate; D-4-Hydroxy-2-oxoglutarate; 4-(Glutamylamino) butanoate; 4-(Glutamylamino) butanoate"
