"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0031616","4-Phenyl-3-buten-2-ol","HMDB0031616","11469151",NA,"CC(O)\C=C/C1=CC=CC=C1","1"
"HMDB0032014","2,3,6-Trimethylbenzaldehyde","HMDB0032014","10236014",NA,"CC1=C(C)C(C=O)=C(C)C=C1","1"
"HMDB0032015","Duryl aldehyde","HMDB0032015","22013",NA,"CC1=CC(C)=C(C=O)C=C1C","1"
"HMDB0032016","2,4,6-Trimethylbenzaldehyde","HMDB0032016","10254",NA,"CC1=CC(C)=C(C=O)C(C)=C1","1"
"HMDB0032017","3,4,5-Trimethylbenzaldehyde","HMDB0032017","12287152",NA,"CC1=CC(C=O)=CC(C)=C1C","1"
"HMDB0032140","2',4'-Dimethylacetophenone","HMDB0032140","6985",NA,"CC(=O)C1=C(C)C=C(C)C=C1","1"
"HMDB0033382","2-(4-Methylphenyl)propanal","HMDB0033382","60990",NA,"CC(C=O)C1=CC=C(C)C=C1","1"
"HMDB0034121","1-Methoxy-4-(2-propenyl)benzene","HMDB0034121","8815","C10452","COC1=CC=C(CC=C)C=C1","1"
"HMDB0059845","p-Ethylacetophenone","HMDB0059845","13642",NA,"CCC1=CC=C(C=C1)C(C)=O","1"
"HMDB0133593","NA","NA","NA","NA","NA","0"
"HMDB0133746","NA","NA","NA","NA","NA","0"
"CHEBI:2716","NA","NA","NA","NA","NA","0"
"CHEBI:28671","NA","NA","NA","NA","NA","0"
"CHEBI:34448","NA","NA","NA","NA","NA","0"
"CHEBI:35616","NA","NA","NA","NA","NA","0"
"CHEBI:38475","NA","NA","NA","NA","NA","0"
"CHEBI:45900","NA","NA","NA","NA","NA","0"
"CHEBI:59335","NA","NA","NA","NA","NA","0"
"CHEBI:78412","NA","NA","NA","NA","NA","0"
"CHEBI:992716","NA","NA","NA","NA","NA","0"
"C00073","NA","NA","NA","NA","NA","0"
"C00855","NA","NA","NA","NA","NA","0"
"C01733","NA","NA","NA","NA","NA","0"
"C07418","NA","NA","NA","NA","NA","0"
"HMDB0000696","Methionine","HMDB0000696","6137","C00073","CSCC[C@H](N)C(O)=O","1"
"HMDB0014997","Penicillamine","HMDB0014997","4727","C07418","CC(C)(S)C(N)C(O)=O","1"
"HMDB0033951","Racemethionine","HMDB0033951","876","C01733","CSCCC(N)C(O)=O","1"
"CHEBI:16643","NA","NA","NA","NA","NA","0"
"CHEBI:16811","NA","NA","NA","NA","NA","0"
"CHEBI:16867","NA","NA","NA","NA","NA","0"
"CHEBI:50868","NA","NA","NA","NA","NA","0"
"CHEBI:50869","NA","NA","NA","NA","NA","0"
"CHEBI:57844","NA","NA","NA","NA","NA","0"
"CHEBI:57932","NA","NA","NA","NA","NA","0"
"CHEBI:64558","NA","NA","NA","NA","NA","0"
"CHEBI:7959","NA","NA","NA","NA","NA","0"
"C00913","NA","NA","NA","NA","NA","0"
"C02216","NA","NA","NA","NA","NA","0"
"C02241","NA","NA","NA","NA","NA","0"
"C08434","NA","NA","NA","NA","NA","0"
"HMDB0002099","6-Methyladenine","HMDB0002099","67955","C08434","CNC1=NC=NC2=C1NC=N2","1"
"HMDB0011599","1-Methyladenine","HMDB0011599","78821","C02216","CN1C=NC2=NC=NC2=C1N","1"
"HMDB0011600","3-Methyladenine","HMDB0011600","1673","C00913","CN1C=NC(N)=C2N=CN=C12","1"
"HMDB0011614","7-Methyladenine","HMDB0011614","71593","C02241","CN1C=NC2=NC=NC(N)=C12","1"
"CHEBI:18083","NA","NA","NA","NA","NA","0"
"CHEBI:28871","NA","NA","NA","NA","NA","0"
"CHEBI:28921","NA","NA","NA","NA","NA","0"
"CHEBI:38635","NA","NA","NA","NA","NA","0"
"C08301","NA","NA","NA","NA","NA","0"
"C17236","NA","NA","NA","NA","NA","0"
"HMDB0030175","Venoterpine","HMDB0030175","5315179",NA,"CC1C(O)CC2=CC=NC=C12","1"
"HMDB0039662","2,3,6,7-Tetrahydrocyclopent[b]azepin-8(1H)-one","HMDB0039662","6428846",NA,"O=C1CCC2=C1NCCC=C2","1"
"HMDB0040016","2-(2-Furanyl)-3,4,5,6-tetrahydropyridine","HMDB0040016","91748327",NA,"C1CCC(=NC1)C1=CC=CO1","1"
"HMDB0040029","2,3-Dihydro-5-methyl-1H-pyrrolizine-7-carboxaldehyde","HMDB0040029","45083652",NA,"CC1=CC(C=O)=C2CCCN12","1"
"HMDB0040043","3-(2-Furanylmethylene)pyrrolidine","HMDB0040043","91748326",NA,"C1C\C(CN1)=C\C1=CC=CO1","1"
"HMDB0040047","2,3-Dihydro-6-methyl-1H-pyrrolizine-5-carboxaldehyde","HMDB0040047","6429126",NA,"CC1=C(C=O)N2CCCC2=C1","1"
"HMDB0040050","3,4-Dihydro-5-(5-methyl-2-furanyl)-2H-pyrrole","HMDB0040050","85575719",NA,"CC1=CC=C(O1)C1=NCCC1","1"
"HMDB0040051","5-Acetyl-2,3-dihydro-1H-pyrrolizine","HMDB0040051","526559",NA,"CC(=O)C1=CC=C2CCCN12","1"
"CHEBI:4110","NA","NA","NA","NA","NA","0"
"CHEBI:59332","NA","NA","NA","NA","NA","0"
"CHEBI:64737","NA","NA","NA","NA","NA","0"
"CHEBI:91114","NA","NA","NA","NA","NA","0"
"C14872","NA","NA","NA","NA","NA","0"
"HMDB0042032","Thiodiacetic acid","HMDB0042032","31277","C14872","OC(=O)CSCC(O)=O","1"
"CHEBI:35012","NA","NA","NA","NA","NA","0"
"CHEBI:38705","NA","NA","NA","NA","NA","0"
"CHEBI:38719","NA","NA","NA","NA","NA","0"
"CHEBI:38720","NA","NA","NA","NA","NA","0"
"C00121","NA","NA","NA","NA","NA","0"
"C00181","NA","NA","NA","NA","NA","0"
"C00216","NA","NA","NA","NA","NA","0"
"C00259","NA","NA","NA","NA","NA","0"
"C00309","NA","NA","NA","NA","NA","0"
"C00310","NA","NA","NA","NA","NA","0"
"C00312","NA","NA","NA","NA","NA","0"
"C00476","NA","NA","NA","NA","NA","0"
"C00508","NA","NA","NA","NA","NA","0"
"C01394","NA","NA","NA","NA","NA","0"
"C01488","NA","NA","NA","NA","NA","0"
"C01508","NA","NA","NA","NA","NA","0"
"C01510","NA","NA","NA","NA","NA","0"
"C02096","NA","NA","NA","NA","NA","0"
"C02204","NA","NA","NA","NA","NA","0"
"C02205","NA","NA","NA","NA","NA","0"
"C02479","NA","NA","NA","NA","NA","0"
"C02604","NA","NA","NA","NA","NA","0"
"C05052","NA","NA","NA","NA","NA","0"
"C06115","NA","NA","NA","NA","NA","0"
"C08346","NA","NA","NA","NA","NA","0"
"C08353","NA","NA","NA","NA","NA","0"
"C08354","NA","NA","NA","NA","NA","0"
"C11476","NA","NA","NA","NA","NA","0"
"C16639","NA","NA","NA","NA","NA","0"
"C20569","NA","NA","NA","NA","NA","0"
"HMDB0000098","D-Xylose","HMDB0000098","135191","C00181","O[C@@H]1COC(O)[C@H](O)[C@H]1O","1"
"HMDB0000283","D-Ribose","HMDB0000283","5779","C00121","OC[C@H]1OC(O)[C@H](O)[C@@H]1O","1"
"HMDB0000366","2-Deoxyribonic acid","HMDB0000366","11528367",NA,"OC[C@@H](O)[C@@H](O)CC(O)=O","1"
"HMDB0000487","NA","NA","NA","NA","NA","0"
"HMDB0000621","D-Ribulose","HMDB0000621","12358756","C00309","OC[C@@]1(O)OC[C@@H](O)[C@H]1O","1"
"HMDB0000646","L-Arabinose","HMDB0000646","439764","C00259","O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O","1"
"HMDB0000654","NA","NA","NA","NA","NA","0"
"HMDB0000751","L-Xylulose","HMDB0000751","89810215","C00312","OC[C@]1(O)OC[C@H](O)[C@H]1O","1"
"HMDB0001644","D-Xylulose","HMDB0001644","12358757","C00310","OC[C@@]1(O)OC[C@@H](O)[C@@H]1O","1"
"HMDB0002245","NA","NA","NA","NA","NA","0"
"HMDB0003371","L-Ribulose","HMDB0003371","9920423","C00508","OC[C@]1(O)OC[C@H](O)[C@@H]1O","1"
"HMDB0003763","NA","NA","NA","NA","NA","0"
"HMDB0012194","NA","NA","NA","NA","NA","0"
"HMDB0012325","Arabinofuranose","HMDB0012325","440921","C06115","OC[C@@H]1OC(O)[C@H](O)[C@H]1O","1"
"HMDB0029941","D-Apiose","HMDB0029941","4479683","C01488","OCC1(O)COC(O)C1O","1"
"HMDB0029942","D-Arabinose","HMDB0029942","444173","C00216","O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0059753","2-Deoxypentonic acid","HMDB0059753","13871872",NA,"OCC(O)C(O)CC(O)=O","1"
"HMDB0060254","NA","NA","NA","NA","NA","0"
"HMDB0094694","NA","NA","NA","NA","NA","0"
"HMDB0127617","NA","NA","NA","NA","NA","0"
"CHEBI:15936","NA","NA","NA","NA","NA","0"
"CHEBI:16689","NA","NA","NA","NA","NA","0"
"CHEBI:16789","NA","NA","NA","NA","NA","0"
"CHEBI:16880","NA","NA","NA","NA","NA","0"
"CHEBI:17140","NA","NA","NA","NA","NA","0"
"CHEBI:17173","NA","NA","NA","NA","NA","0"
"CHEBI:17399","NA","NA","NA","NA","NA","0"
"CHEBI:17535","NA","NA","NA","NA","NA","0"
"CHEBI:17979","NA","NA","NA","NA","NA","0"
"CHEBI:27476","NA","NA","NA","NA","NA","0"
"CHEBI:27672","NA","NA","NA","NA","NA","0"
"CHEBI:28161","NA","NA","NA","NA","NA","0"
"CHEBI:28272","NA","NA","NA","NA","NA","0"
"CHEBI:28480","NA","NA","NA","NA","NA","0"
"CHEBI:28518","NA","NA","NA","NA","NA","0"
"CHEBI:28543","NA","NA","NA","NA","NA","0"
"CHEBI:28552","NA","NA","NA","NA","NA","0"
"CHEBI:28772","NA","NA","NA","NA","NA","0"
"CHEBI:40886","NA","NA","NA","NA","NA","0"
"CHEBI:43934","NA","NA","NA","NA","NA","0"
"CHEBI:44800","NA","NA","NA","NA","NA","0"
"CHEBI:45506","NA","NA","NA","NA","NA","0"
"CHEBI:46983","NA","NA","NA","NA","NA","0"
"CHEBI:46987","NA","NA","NA","NA","NA","0"
"CHEBI:46994","NA","NA","NA","NA","NA","0"
"CHEBI:46995","NA","NA","NA","NA","NA","0"
"CHEBI:46996","NA","NA","NA","NA","NA","0"
"CHEBI:47000","NA","NA","NA","NA","NA","0"
"CHEBI:47002","NA","NA","NA","NA","NA","0"
"CHEBI:47004","NA","NA","NA","NA","NA","0"
"CHEBI:47005","NA","NA","NA","NA","NA","0"
"CHEBI:47006","NA","NA","NA","NA","NA","0"
"CHEBI:47008","NA","NA","NA","NA","NA","0"
"CHEBI:47010","NA","NA","NA","NA","NA","0"
"CHEBI:47011","NA","NA","NA","NA","NA","0"
"CHEBI:47012","NA","NA","NA","NA","NA","0"
"CHEBI:47013","NA","NA","NA","NA","NA","0"
"CHEBI:47014","NA","NA","NA","NA","NA","0"
"CHEBI:47015","NA","NA","NA","NA","NA","0"
"CHEBI:53455","NA","NA","NA","NA","NA","0"
"CHEBI:59275","NA","NA","NA","NA","NA","0"
"CHEBI:6178","NA","NA","NA","NA","NA","0"
"CHEBI:6182","NA","NA","NA","NA","NA","0"
"CHEBI:62321","NA","NA","NA","NA","NA","0"
"CHEBI:79054","NA","NA","NA","NA","NA","0"
"CHEBI:79055","NA","NA","NA","NA","NA","0"
"CHEBI:82838","NA","NA","NA","NA","NA","0"
"CHEBI:86350","NA","NA","NA","NA","NA","0"
"CHEBI:89890","NA","NA","NA","NA","NA","0"
"C00385","NA","NA","NA","NA","NA","0"
"C07599","NA","NA","NA","NA","NA","0"
"HMDB0000292","Xanthine","HMDB0000292","1188","C00385","O=C1NC2=C(NC=N2)C(=O)N1","1"
"HMDB0000786","Oxypurinol","HMDB0000786","4644","C07599","O=C1NC(=O)C2=CNNC2=N1","1"
"HMDB0001182","6,8-Dihydroxypurine","HMDB0001182","83252",NA,"O=C1NC2=C(N1)C(=O)N=CN2","1"
"CHEBI:17712","NA","NA","NA","NA","NA","0"
"CHEBI:28315","NA","NA","NA","NA","NA","0"
"CHEBI:48517","NA","NA","NA","NA","NA","0"
"CHEBI:72574","NA","NA","NA","NA","NA","0"
"C00379","NA","NA","NA","NA","NA","0"
"C00474","NA","NA","NA","NA","NA","0"
"C00532","NA","NA","NA","NA","NA","0"
"C01569","NA","NA","NA","NA","NA","0"
"C01904","NA","NA","NA","NA","NA","0"
"HMDB0000199","NA","NA","NA","NA","NA","0"
"HMDB0000508","Ribitol","HMDB0000508",NA,"C00474","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"HMDB0000568","D-Arabitol","HMDB0000568","94154","C01904","OC[C@@H](O)C(O)[C@H](O)CO","1"
"HMDB0001851","L-Arabitol","HMDB0001851","439255","C00532","OC[C@H](O)C(O)[C@@H](O)CO","1"
"HMDB0002917","D-Xylitol","HMDB0002917","6912","C00379","OC[C@H](O)[C@@H](O)[C@H](O)CO","1"
"HMDB0033730","L-2-(Hydroxymethyl)-1,2,3,4-butanetetrol","HMDB0033730","15927667",NA,"OCC(O)C(O)(CO)CO","1"
"CHEBI:1305691","NA","NA","NA","NA","NA","0"
"CHEBI:15963","NA","NA","NA","NA","NA","0"
"CHEBI:17151","NA","NA","NA","NA","NA","0"
"CHEBI:17702","NA","NA","NA","NA","NA","0"
"CHEBI:18333","NA","NA","NA","NA","NA","0"
"CHEBI:18403","NA","NA","NA","NA","NA","0"
"CHEBI:48307","NA","NA","NA","NA","NA","0"
"CHEBI:48310","NA","NA","NA","NA","NA","0"
"C00808","NA","NA","NA","NA","NA","0"
"C00809","NA","NA","NA","NA","NA","0"
"C00964","NA","NA","NA","NA","NA","0"
"C01123","NA","NA","NA","NA","NA","0"
"C01499","NA","NA","NA","NA","NA","0"
"C02213","NA","NA","NA","NA","NA","0"
"C02452","NA","NA","NA","NA","NA","0"
"C02759","NA","NA","NA","NA","NA","0"
"C04435","NA","NA","NA","NA","NA","0"
"C07271","NA","NA","NA","NA","NA","0"
"C09847","NA","NA","NA","NA","NA","0"
"C09859","NA","NA","NA","NA","NA","0"
"C09885","NA","NA","NA","NA","NA","0"
"C09893","NA","NA","NA","NA","NA","0"
"C09906","NA","NA","NA","NA","NA","0"
"C11387","NA","NA","NA","NA","NA","0"
"C11395","NA","NA","NA","NA","NA","0"
"C11398","NA","NA","NA","NA","NA","0"
"C11401","NA","NA","NA","NA","NA","0"
"C11408","NA","NA","NA","NA","NA","0"
"C11409","NA","NA","NA","NA","NA","0"
"C11412","NA","NA","NA","NA","NA","0"
"C11415","NA","NA","NA","NA","NA","0"
"C11938","NA","NA","NA","NA","NA","0"
"C11941","NA","NA","NA","NA","NA","0"
"C11942","NA","NA","NA","NA","NA","0"
"C11951","NA","NA","NA","NA","NA","0"
"C17623","NA","NA","NA","NA","NA","0"
"C18018","NA","NA","NA","NA","NA","0"
"C18369","NA","NA","NA","NA","NA","0"
"C19081","NA","NA","NA","NA","NA","0"
"C20260","NA","NA","NA","NA","NA","0"
"C20425","NA","NA","NA","NA","NA","0"
"HMDB0003450","(-)-trans-Carveol","HMDB0003450","94221","C00964","CC(=C)[C@@H]1CC=C(C)[C@@H](O)C1","1"
"HMDB0003634","Perillyl alcohol","HMDB0003634","10819","C02452","CC(=C)C1CCC(CO)=CC1","1"
"HMDB0003667","Alpha-Pinene-oxide","HMDB0003667","91508","C02759","CC12OC1CC1CC2C1(C)C","1"
"HMDB0006291","NA","NA","NA","NA","NA","0"
"HMDB0006410","NA","NA","NA","NA","NA","0"
"HMDB0030892","p-Menth-3-en-9-al","HMDB0030892","88425666",NA,"CC(C=O)C1=CCC(C)CC1","1"
"HMDB0030893","Isocitral","HMDB0030893","6428928",NA,"CC(C)=CC\C=C(/C)CC=O","1"
"HMDB0031854","3-Methyl-5-propyl-2-cyclohexen-1-one","HMDB0031854","3782139",NA,"CCCC1CC(C)=CC(=O)C1","1"
"HMDB0032120","2,6-Dimethyl-1,7-octadien-3-one","HMDB0032120","15840279",NA,"CC(CCC(=O)C(C)=C)C=C","1"
"HMDB0032242","(E)-3,7-Dimethyl-1,5,7-octatrien-3-ol","HMDB0032242","62842",NA,"CC(C)=CCCC(C)(O)C#C","1"
"HMDB0032536","2-(trans-2-Pentenyl)cyclopentanone","HMDB0032536","6437002",NA,"CC\C=C\CC1CCCC1=O","1"
"HMDB0034715","p-Mentha-1(6),8-dien-3-ol","HMDB0034715","14844669",NA,"CC(=C)C1CC=C(C)CC1O","1"
"HMDB0034916","cis-2-Thujen-4-ol","HMDB0034916","561870",NA,"CC(C)C12CC1C(C)(O)C=C2","1"
"HMDB0034973","(R)-Campholenic aldehyde","HMDB0034973","98497",NA,"CC1=CCC(CC=O)C1(C)C","1"
"HMDB0034974","(R)-Carvotanacetone","HMDB0034974","521267",NA,"CC(C)C1CC=C(C)C(=O)C1","1"
"HMDB0034975","Piperitone","HMDB0034975","6987",NA,"CC(C)C1CCC(C)=CC1=O","1"
"HMDB0034985","(+)-Fenchone","HMDB0034985","14525","C11387","CC1(C)C2CCC(C)(C2)C1=O","1"
"HMDB0035054","(1S,4R)-p-Mentha-2,8-dien-1-ol","HMDB0035054","11105550",NA,"CC(=C)[C@@H]1CC[C@](C)(O)C=C1","1"
"HMDB0035077","(1R,4R)-p-Mentha-2,8-dien-1-ol","HMDB0035077","111274",NA,"CC(=C)[C@@H]1CC[C@@](C)(O)C=C1","1"
"HMDB0035078","Geranial","HMDB0035078","638011","C01499","CC(C)=CCC\C(C)=C\C=O","1"
"HMDB0035092","cis-Citral","HMDB0035092","643779","C09847","CC(C)=CCC\C(C)=C/C=O","1"
"HMDB0035100","2-Pinen-10-ol","HMDB0035100","10582","C11938","CC1(C)C2CC1C(CO)=CC2","1"
"HMDB0035120","Dehydrolinalool","HMDB0035120","85470793",NA,"CC(=C)\C=C/CC(C)(O)C=C","1"
"HMDB0035125","Darwinol","HMDB0035125","636475",NA,"CC1(C)[C@H]2C[C@@H]1C(CO)=CC2","1"
"HMDB0035158","1,2-Epoxy-p-menth-8-ene","HMDB0035158","91496","C07271","CC(=C)C1CCC2(C)OC2C1","1"
"HMDB0035203","(S)-9,10-Cyclo-p-menth-1-en-4-ol","HMDB0035203","73815132",NA,"CC1=CCC(O)(CC1)C1CC1","1"
"HMDB0035241","(Z)-2-Methyl-6-methylene-2,7-octadien-1-ol","HMDB0035241","5319723",NA,"C\C(CO)=C/CCC(=C)C=C","1"
"HMDB0035277","(2S,4R)-p-Mentha-1(7),5-dien-2-ol","HMDB0035277","5319361",NA,"CC(C)C1CC(O)C(=C)C=C1","1"
"HMDB0035280","Teresantalol","HMDB0035280","578221",NA,"CC12C3CC(CC13)C2(C)CO","1"
"HMDB0035600","(S)-Phellandral","HMDB0035600","89488",NA,"CC(C)C1CCC(C=O)=CC1","1"
"HMDB0035604","Pulegone","HMDB0035604","442495","C09893","C[C@@H]1CCC(=C(C)C)C(=O)C1","1"
"HMDB0035622","(+)-cis-Carveol","HMDB0035622","443177","C11408","CC(=C)[C@H]1CC=C(C)[C@@H](O)C1","1"
"HMDB0035656","3-Pinanone","HMDB0035656","11038",NA,"CC1C2CC(CC1=O)C2(C)C","1"
"HMDB0035706","alpha-Cyclocitral","HMDB0035706","94143",NA,"CC1=CCCC(C)(C)C1C=O","1"
"HMDB0035737","(R)-Piperitone","HMDB0035737","107561","C09885","CC(C)[C@@H]1CCC(C)=CC1=O","1"
"HMDB0035738","NA","NA","NA","NA","NA","0"
"HMDB0035741","(-)-trans-Isopulegone","HMDB0035741","34645",NA,"CC1CCC(C(C)=C)C(=O)C1","1"
"HMDB0035743","Pinocarveol","HMDB0035743","102667","C11941","CC1(C)C2CC1C(=C)C(O)C2","1"
"HMDB0035744","(-)-Isopinocamphone","HMDB0035744","84532",NA,"C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C","1"
"HMDB0036044","Marmelo oxide A","HMDB0036044","131751905",NA,"CC1COC(C1)\C=C/C(C)=C","1"
"HMDB0036079","Dihydrocarvone","HMDB0036079","24473","C18018","CC1CCC(CC1=O)C(C)=C","1"
"HMDB0036080","(1S,4S)-Dihydrocarvone","HMDB0036080","443183","C11415","C[C@H]1CC[C@@H](CC1=O)C(C)=C","1"
"HMDB0036082","(-)-cis-Carveol","HMDB0036082","330573","C11395","CC(=C)[C@@H]1CC=C(C)[C@H](O)C1","1"
"HMDB0036083","Carveol","HMDB0036083","7438",NA,"CC(=C)C1CC=C(C)C(O)C1","1"
"HMDB0036085","Dehydro-1,8-cineole","HMDB0036085","523035",NA,"CC1(C)OC2(C)CCC1C=C2","1"
"HMDB0036087","(R)-p-Mentha-1,8-dien-7-ol","HMDB0036087","11788398",NA,"CC(=C)[C@@H]1CCC(CO)=CC1","1"
"HMDB0036088","NA","NA","NA","NA","NA","0"
"HMDB0036113","(+)-3-Thujone","HMDB0036113","91456","C20260","CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2","1"
"HMDB0036114","(-)-3-Thujone","HMDB0036114","6553876",NA,"CC(C)[C@]12C[C@H]1[C@@H](C)C(=O)C2","1"
"HMDB0036115","(-)-3-Isothujone","HMDB0036115","261491","C09906","CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2","1"
"HMDB0036127","(-)-Pinocamphone","HMDB0036127","6427105",NA,"C[C@@H]1[C@@H]2C[C@H](CC1=O)C2(C)C","1"
"HMDB0036128","(-)-trans-Pinocarveol","HMDB0036128","1201530",NA,"CC1(C)[C@@H]2C[C@H]1C(=C)[C@@H](O)C2","1"
"HMDB0036129","Verbenol","HMDB0036129","61126",NA,"CC1=CC(O)C2CC1C2(C)C","1"
"HMDB0036598","(E,E)-2,4-Decadienal","HMDB0036598","6427087",NA,"CCCCC\C=C/C=C/C=O","1"
"HMDB0037008","6,8-Epoxy-p-menth-2-ene","HMDB0037008","72746984",NA,"CC1C=CC2CC1OC2(C)C","1"
"HMDB0037009","Terpinolene oxide","HMDB0037009","107303",NA,"CC1=CCC2(CC1)OC2(C)C","1"
"HMDB0037010","(2S,4R)-p-Mentha-1(7),8-dien-2-ol","HMDB0037010","527427",NA,"CC(=C)C1CCC(=C)C(O)C1","1"
"HMDB0037015","p-Mentha-1,8-dien-4-ol","HMDB0037015","527428",NA,"CC(=C)C1(O)CCC(C)=CC1","1"
"HMDB0037017","(R)-p-Mentha-1,8-dien-10-ol","HMDB0037017","527143",NA,"CC1=CCC(CC1)C(=C)CO","1"
"HMDB0037024","4-Acetyl-1,4-dimethyl-1-cyclohexene","HMDB0037024","65289",NA,"CC(=O)C1(C)CCC(C)=CC1","1"
"HMDB0037025","Hop ether","HMDB0037025","556518",NA,"CC1(C)OCC2C1CCC2=C","1"
"HMDB0037172","Tetrahydro-5-isopropenyl-2-methyl-2-vinylfuran","HMDB0037172","61665",NA,"CC(=C)C1CCC(C)(O1)C=C","1"
"HMDB0037280","Junionone","HMDB0037280","11051859",NA,"CC(=O)\C=C\C1CCC1(C)C","1"
"HMDB0037302","xi-p-Mentha-3,8-dien-1-ol","HMDB0037302","78385250",NA,"CC(=C)C1=CCC(C)(O)CC1","1"
"HMDB0037303","xi-p-Mentha-1(7),2-dien-4-ol","HMDB0037303","5319360",NA,"CC(C)C1(O)CCC(=C)C=C1","1"
"HMDB0038251","xi-Pinol","HMDB0038251","101153",NA,"CC1=CCC2CC1OC2(C)C","1"
"HMDB0038290","Photocitral A","HMDB0038290","102684",NA,"CC1CCC(C1C=O)C(C)=C","1"
"HMDB0038557","xi-3,6-Dihydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran","HMDB0038557","61275",NA,"CC(C)=CC1CC(C)=CCO1","1"
"HMDB0039008","3,4-Epoxy-p-menth-1(7)-ene","HMDB0039008","101409164",NA,"CC(C)C12CCC(=C)CC1O2","1"
"HMDB0039816","2-Hexylfuran","HMDB0039816","77408",NA,"CCCCCCC1=CC=CO1","1"
"HMDB0040766","Anethofuran","HMDB0040766","586292",NA,"CC1OCC2C=C(C)CCC12","1"
"HMDB0041011","beta-Cyclocitral","HMDB0041011","9895","C20425","CC1=C(C=O)C(C)(C)CCC1","1"
"HMDB0041013","Isocyclocitral","HMDB0041013","101150",NA,"CC1CC(C)=CC(C)C1C=O","1"
"HMDB0041631","3-Thujanone","HMDB0041631","11027",NA,"CC(C)C12CC1C(C)C(=O)C2","1"
"HMDB0059608","(+)-trans-Carveol","HMDB0059608","443178","C11409","CC(=C)[C@H]1CC=C(C)[C@H](O)C1","1"
"HMDB0059761","4-(1-Methylethyl)-1-cyclohexene-4-carboxaldehyde","HMDB0059761","124202117",NA,"CC(C)C1(CCC=CC1)C=O","1"
"HMDB0059827","3-Cyclohexene-1-carboxaldehyde, 1,3,4-trimethyl-","HMDB0059827","38621",NA,"CC1=C(C)CC(C)(CC1)C=O","1"
"HMDB0059838","Camphor","HMDB0059838","159055","C00808","[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C","1"
"HMDB0059875","Carvotanacetone","HMDB0059875","6432475",NA,"[H][C@@]1(CC=C(C)C(=O)C1)C(C)C","1"
"HMDB0059885","p-Menth-1-en-9-al","HMDB0059885","520440",NA,"CC(C=O)C1CCC(C)=CC1","1"
"HMDB0061794","NA","NA","NA","NA","NA","0"
"CHEBI:10782","NA","NA","NA","NA","NA","0"
"CHEBI:15387","NA","NA","NA","NA","NA","0"
"CHEBI:15388","NA","NA","NA","NA","NA","0"
"CHEBI:15389","NA","NA","NA","NA","NA","0"
"CHEBI:15396","NA","NA","NA","NA","NA","0"
"CHEBI:15397","NA","NA","NA","NA","NA","0"
"CHEBI:154","NA","NA","NA","NA","NA","0"
"CHEBI:15406","NA","NA","NA","NA","NA","0"
"CHEBI:15420","NA","NA","NA","NA","NA","0"
"CHEBI:155","NA","NA","NA","NA","NA","0"
"CHEBI:16431","NA","NA","NA","NA","NA","0"
"CHEBI:165","NA","NA","NA","NA","NA","0"
"CHEBI:166","NA","NA","NA","NA","NA","0"
"CHEBI:168","NA","NA","NA","NA","NA","0"
"CHEBI:16980","NA","NA","NA","NA","NA","0"
"CHEBI:17546","NA","NA","NA","NA","NA","0"
"CHEBI:18481","NA","NA","NA","NA","NA","0"
"CHEBI:227","NA","NA","NA","NA","NA","0"
"CHEBI:23046","NA","NA","NA","NA","NA","0"
"CHEBI:232","NA","NA","NA","NA","NA","0"
"CHEBI:23316","NA","NA","NA","NA","NA","0"
"CHEBI:23733","NA","NA","NA","NA","NA","0"
"CHEBI:24911","NA","NA","NA","NA","NA","0"
"CHEBI:26137","NA","NA","NA","NA","NA","0"
"CHEBI:26381","NA","NA","NA","NA","NA","0"
"CHEBI:26590","NA","NA","NA","NA","NA","0"
"CHEBI:27049","NA","NA","NA","NA","NA","0"
"CHEBI:29020","NA","NA","NA","NA","NA","0"
"CHEBI:29060","NA","NA","NA","NA","NA","0"
"CHEBI:35596","NA","NA","NA","NA","NA","0"
"CHEBI:35669","NA","NA","NA","NA","NA","0"
"CHEBI:35672","NA","NA","NA","NA","NA","0"
"CHEBI:36612","NA","NA","NA","NA","NA","0"
"CHEBI:36773","NA","NA","NA","NA","NA","0"
"CHEBI:37046","NA","NA","NA","NA","NA","0"
"CHEBI:37047","NA","NA","NA","NA","NA","0"
"CHEBI:41","NA","NA","NA","NA","NA","0"
"CHEBI:43812","NA","NA","NA","NA","NA","0"
"CHEBI:48697","NA","NA","NA","NA","NA","0"
"CHEBI:48933","NA","NA","NA","NA","NA","0"
"CHEBI:48934","NA","NA","NA","NA","NA","0"
"CHEBI:49150","NA","NA","NA","NA","NA","0"
"CHEBI:4999","NA","NA","NA","NA","NA","0"
"CHEBI:50040","NA","NA","NA","NA","NA","0"
"CHEBI:50043","NA","NA","NA","NA","NA","0"
"CHEBI:50045","NA","NA","NA","NA","NA","0"
